attendance_id,student_id,course_code,date,status,hours_present,total_hours,notes
8042,UJ2024144,PHY1513,2024-04-18,PRESENT,2.9,2.9,Class 12
8043,UJ2024144,PHY1513,2024-04-25,PRESENT,2.5,2.5,Class 13
8044,UJ2024144,PHY1513,2024-05-02,PRESENT,2.5,2.5,Class 14
8045,UJ2024144,COS1511,2024-02-01,LATE,1.8,2.1,Class 1
8046,UJ2024144,COS1511,2024-02-08,ABSENT,0,2.5,Class 2
8047,UJ2024144,COS1511,2024-02-15,ABSENT,0,2.5,Class 3
8048,UJ2024144,COS1511,2024-02-22,PRESENT,2.6,2.6,Class 4
8049,UJ2024144,COS1511,2024-02-29,ABSENT,0,3.0,Class 5
8050,UJ2024144,COS1511,2024-03-07,PRESENT,2.3,2.3,Class 6
8051,UJ2024144,COS1511,2024-03-14,PRESENT,2.3,2.3,Class 7
8052,UJ2024144,COS1511,2024-03-21,PRESENT,2.6,2.6,Class 8
8053,UJ2024144,COS1511,2024-03-28,PRESENT,2.2,2.2,Class 9
8054,UJ2024144,COS1511,2024-04-04,PRESENT,2.5,2.5,Class 10
8055,UJ2024144,COS1511,2024-04-11,PRESENT,2.7,2.7,Class 11
8056,UJ2024144,COS1511,2024-04-18,LATE,1.9,2.3,Class 12
8057,UJ2024144,COS1511,2024-04-25,PRESENT,2.5,2.5,Class 13
8058,UJ2024144,COS1511,2024-05-02,PRESENT,2.1,2.1,Class 14
8059,UJ2024144,EKN114,2024-02-01,PRESENT,2.6,2.6,Class 1
8060,UJ2024144,EKN114,2024-02-08,PRESENT,2.8,2.8,Class 2
8061,UJ2024144,EKN114,2024-02-15,PRESENT,2.5,2.5,Class 3
8062,UJ2024144,EKN114,2024-02-22,PRESENT,2.6,2.6,Class 4
8063,UJ2024144,EKN114,2024-02-29,PRESENT,2.3,2.3,Class 5
8064,UJ2024144,EKN114,2024-03-07,PRESENT,2.4,2.4,Class 6
8065,UJ2024144,EKN114,2024-03-14,PRESENT,2.5,2.5,Class 7
8066,UJ2024144,EKN114,2024-03-21,PRESENT,2.9,2.9,Class 8
8067,UJ2024144,EKN114,2024-03-28,PRESENT,2.2,2.2,Class 9
8068,UJ2024144,EKN114,2024-04-04,PRESENT,2.2,2.2,Class 10
8069,UJ2024144,EKN114,2024-04-11,PRESENT,2.5,2.5,Class 11
8070,UJ2024144,BIO1511,2024-02-01,PRESENT,2.5,2.5,Class 1
8071,UJ2024144,BIO1511,2024-02-08,PRESENT,2.3,2.3,Class 2
8072,UJ2024144,BIO1511,2024-02-15,PRESENT,2.9,2.9,Class 3
8073,UJ2024144,BIO1511,2024-02-22,PRESENT,2.2,2.2,Class 4
8074,UJ2024144,BIO1511,2024-02-29,PRESENT,2.3,2.3,Class 5
8075,UJ2024144,BIO1511,2024-03-07,PRESENT,2.2,2.2,Class 6
8076,UJ2024144,BIO1511,2024-03-14,PRESENT,2.0,2.0,Class 7
8077,UJ2024144,BIO1511,2024-03-21,PRESENT,2.2,2.2,Class 8
8078,UJ2024144,BIO1511,2024-03-28,ABSENT,0,2.6,Class 9
8079,UJ2024144,BIO1511,2024-04-04,PRESENT,2.0,2.0,Class 10
8080,UJ2024144,BIO1511,2024-04-11,PRESENT,2.1,2.1,Class 11
8081,UJ2024144,BIO1511,2024-04-18,PRESENT,2.9,2.9,Class 12
8082,UJ2024144,BIO1511,2024-04-25,PRESENT,2.9,2.9,Class 13
8083,UJ2024144,BIO1511,2024-05-02,ABSENT,0,2.3,Class 14
8084,UJ2024144,BIO1511,2024-05-09,PRESENT,2.0,2.0,Class 15
8085,UJ2024144,MAT2681,2024-02-01,PRESENT,2.6,2.6,Class 1
8086,UJ2024144,MAT2681,2024-02-08,PRESENT,2.1,2.1,Class 2
8087,UJ2024144,MAT2681,2024-02-15,PRESENT,2.1,2.1,Class 3
8088,UJ2024144,MAT2681,2024-02-22,PRESENT,2.3,2.3,Class 4
8089,UJ2024144,MAT2681,2024-02-29,PRESENT,2.5,2.5,Class 5
8090,UJ2024144,MAT2681,2024-03-07,ABSENT,0,2.5,Class 6
8091,UJ2024144,MAT2681,2024-03-14,PRESENT,2.9,2.9,Class 7
8092,UJ2024144,MAT2681,2024-03-21,PRESENT,2.5,2.5,Class 8
8093,UJ2024144,MAT2681,2024-03-28,PRESENT,2.8,2.8,Class 9
8094,UJ2024144,MAT2681,2024-04-04,PRESENT,2.8,2.8,Class 10
8095,UJ2024144,MAT2681,2024-04-11,PRESENT,2.2,2.2,Class 11
8096,UJ2024144,MAT2681,2024-04-18,PRESENT,2.5,2.5,Class 12
8097,UJ2024145,PHY1513,2024-02-01,PRESENT,2.9,2.9,Class 1
8098,UJ2024145,PHY1513,2024-02-08,PRESENT,2.4,2.4,Class 2
8099,UJ2024145,PHY1513,2024-02-15,PRESENT,2.9,2.9,Class 3
8100,UJ2024145,PHY1513,2024-02-22,PRESENT,2.1,2.1,Class 4
8101,UJ2024145,PHY1513,2024-02-29,LATE,1.5,2.8,Class 5
8102,UJ2024145,PHY1513,2024-03-07,PRESENT,2.2,2.2,Class 6
8103,UJ2024145,PHY1513,2024-03-14,PRESENT,2.8,2.8,Class 7
8104,UJ2024145,PHY1513,2024-03-21,PRESENT,2.8,2.8,Class 8
8105,UJ2024145,PHY1513,2024-03-28,PRESENT,2.0,2.0,Class 9
8106,UJ2024145,PHY1513,2024-04-04,ABSENT,0,2.4,Class 10
8107,UJ2024145,PHY1513,2024-04-11,PRESENT,2.3,2.3,Class 11
8108,UJ2024145,PHY1513,2024-04-18,ABSENT,0,2.2,Class 12
8109,UJ2024145,PHY1513,2024-04-25,PRESENT,3.0,3.0,Class 13
8110,UJ2024145,PHY1513,2024-05-02,PRESENT,2.8,2.8,Class 14
8111,UJ2024145,PHY1513,2024-05-09,PRESENT,2.1,2.1,Class 15
8112,UJ2024145,ARC1511,2024-02-01,PRESENT,2.8,2.8,Class 1
8113,UJ2024145,ARC1511,2024-02-08,PRESENT,2.8,2.8,Class 2
8114,UJ2024145,ARC1511,2024-02-15,PRESENT,2.5,2.5,Class 3
8115,UJ2024145,ARC1511,2024-02-22,PRESENT,2.5,2.5,Class 4
8116,UJ2024145,ARC1511,2024-02-29,PRESENT,2.6,2.6,Class 5
8117,UJ2024145,ARC1511,2024-03-07,PRESENT,2.6,2.6,Class 6
8118,UJ2024145,ARC1511,2024-03-14,PRESENT,2.5,2.5,Class 7
8119,UJ2024145,ARC1511,2024-03-21,PRESENT,2.9,2.9,Class 8
8120,UJ2024145,ARC1511,2024-03-28,PRESENT,2.1,2.1,Class 9
8121,UJ2024145,ARC1511,2024-04-04,PRESENT,2.9,2.9,Class 10
8122,UJ2024145,ARC1511,2024-04-11,PRESENT,2.6,2.6,Class 11
8123,UJ2024145,ARC1511,2024-04-18,PRESENT,2.1,2.1,Class 12
8124,UJ2024145,ARC1511,2024-04-25,PRESENT,2.9,2.9,Class 13
8125,UJ2024145,ARC1511,2024-05-02,ABSENT,0,2.5,Class 14
8126,UJ2024145,PLS2601,2024-02-01,PRESENT,2.1,2.1,Class 1
8127,UJ2024145,PLS2601,2024-02-08,PRESENT,2.2,2.2,Class 2
8128,UJ2024145,PLS2601,2024-02-15,ABSENT,0,2.6,Class 3
8129,UJ2024145,PLS2601,2024-02-22,PRESENT,2.3,2.3,Class 4
8130,UJ2024145,PLS2601,2024-02-29,PRESENT,2.3,2.3,Class 5
8131,UJ2024145,PLS2601,2024-03-07,PRESENT,2.7,2.7,Class 6
8132,UJ2024145,PLS2601,2024-03-14,ABSENT,0,2.1,Class 7
8133,UJ2024145,PLS2601,2024-03-21,PRESENT,2.8,2.8,Class 8
8134,UJ2024145,PLS2601,2024-03-28,PRESENT,2.2,2.2,Class 9
8135,UJ2024145,PLS2601,2024-04-04,PRESENT,2.7,2.7,Class 10
8136,UJ2024145,FAC1502,2024-02-01,PRESENT,2.7,2.7,Class 1
8137,UJ2024145,FAC1502,2024-02-08,PRESENT,2.4,2.4,Class 2
8138,UJ2024145,FAC1502,2024-02-15,PRESENT,2.8,2.8,Class 3
8139,UJ2024145,FAC1502,2024-02-22,PRESENT,2.1,2.1,Class 4
8140,UJ2024145,FAC1502,2024-02-29,PRESENT,2.7,2.7,Class 5
8141,UJ2024145,FAC1502,2024-03-07,PRESENT,2.2,2.2,Class 6
8142,UJ2024145,FAC1502,2024-03-14,PRESENT,2.0,2.0,Class 7
8143,UJ2024145,FAC1502,2024-03-21,PRESENT,2.2,2.2,Class 8
8144,UJ2024145,FAC1502,2024-03-28,PRESENT,2.3,2.3,Class 9
8145,UJ2024145,FAC1502,2024-04-04,PRESENT,2.5,2.5,Class 10
8146,UJ2024145,FAC1502,2024-04-11,PRESENT,2.6,2.6,Class 11
8147,UJ2024145,FAC1502,2024-04-18,PRESENT,2.6,2.6,Class 12
8148,UJ2024146,CHE2611,2024-02-01,PRESENT,2.7,2.7,Class 1
8149,UJ2024146,CHE2611,2024-02-08,PRESENT,2.5,2.5,Class 2
8150,UJ2024146,CHE2611,2024-02-15,PRESENT,2.4,2.4,Class 3
8151,UJ2024146,CHE2611,2024-02-22,PRESENT,2.8,2.8,Class 4
8152,UJ2024146,CHE2611,2024-02-29,ABSENT,0,2.6,Class 5
8153,UJ2024146,CHE2611,2024-03-07,PRESENT,2.2,2.2,Class 6
8154,UJ2024146,CHE2611,2024-03-14,ABSENT,0,2.4,Class 7
8155,UJ2024146,CHE2611,2024-03-21,PRESENT,2.8,2.8,Class 8
8156,UJ2024146,CHE2611,2024-03-28,ABSENT,0,2.6,Class 9
8157,UJ2024146,CHE2611,2024-04-04,PRESENT,2.4,2.4,Class 10
8158,UJ2024146,CHE2611,2024-04-11,PRESENT,2.5,2.5,Class 11
8159,UJ2024146,CHE2611,2024-04-18,PRESENT,2.3,2.3,Class 12
8160,UJ2024146,CHE2611,2024-04-25,PRESENT,2.9,2.9,Class 13
8161,UJ2024146,CHE2611,2024-05-02,PRESENT,2.3,2.3,Class 14
8162,UJ2024146,CHE2611,2024-05-09,ABSENT,0,2.4,Class 15
8163,UJ2024146,BIO2611,2024-02-01,PRESENT,2.7,2.7,Class 1
8164,UJ2024146,BIO2611,2024-02-08,PRESENT,2.0,2.0,Class 2
8165,UJ2024146,BIO2611,2024-02-15,PRESENT,2.3,2.3,Class 3
8166,UJ2024146,BIO2611,2024-02-22,ABSENT,0,2.9,Class 4
8167,UJ2024146,BIO2611,2024-02-29,PRESENT,2.6,2.6,Class 5
8168,UJ2024146,BIO2611,2024-03-07,LATE,1.5,2.1,Class 6
8169,UJ2024146,BIO2611,2024-03-14,PRESENT,2.3,2.3,Class 7
8170,UJ2024146,BIO2611,2024-03-21,PRESENT,2.5,2.5,Class 8
8171,UJ2024146,BIO2611,2024-03-28,PRESENT,2.7,2.7,Class 9
8172,UJ2024146,BIO2611,2024-04-04,PRESENT,2.1,2.1,Class 10
8173,UJ2024146,BIO2611,2024-04-11,PRESENT,2.2,2.2,Class 11
8174,UJ2024146,BIO2611,2024-04-18,PRESENT,3.0,3.0,Class 12
8175,UJ2024146,BIO2611,2024-04-25,PRESENT,2.5,2.5,Class 13
8176,UJ2024146,FAC2601,2024-02-01,PRESENT,2.1,2.1,Class 1
8177,UJ2024146,FAC2601,2024-02-08,PRESENT,2.1,2.1,Class 2
8178,UJ2024146,FAC2601,2024-02-15,LATE,2.0,2.3,Class 3
8179,UJ2024146,FAC2601,2024-02-22,PRESENT,2.5,2.5,Class 4
8180,UJ2024146,FAC2601,2024-02-29,LATE,2.3,2.9,Class 5
8181,UJ2024146,FAC2601,2024-03-07,PRESENT,2.4,2.4,Class 6
8182,UJ2024146,FAC2601,2024-03-14,PRESENT,2.4,2.4,Class 7
8183,UJ2024146,FAC2601,2024-03-21,PRESENT,2.7,2.7,Class 8
8184,UJ2024146,FAC2601,2024-03-28,PRESENT,2.8,2.8,Class 9
8185,UJ2024146,FAC2601,2024-04-04,PRESENT,2.1,2.1,Class 10
8186,UJ2024146,FAC2601,2024-04-11,PRESENT,2.7,2.7,Class 11
8187,UJ2024146,FAC2601,2024-04-18,PRESENT,2.9,2.9,Class 12
8188,UJ2024146,FAC2601,2024-04-25,PRESENT,2.0,2.0,Class 13
8189,UJ2024146,MAT2681,2024-02-01,PRESENT,2.4,2.4,Class 1
8190,UJ2024146,MAT2681,2024-02-08,PRESENT,2.3,2.3,Class 2
8191,UJ2024146,MAT2681,2024-02-15,PRESENT,2.4,2.4,Class 3
8192,UJ2024146,MAT2681,2024-02-22,ABSENT,0,2.9,Class 4
8193,UJ2024146,MAT2681,2024-02-29,PRESENT,2.4,2.4,Class 5
8194,UJ2024146,MAT2681,2024-03-07,ABSENT,0,2.4,Class 6
8195,UJ2024146,MAT2681,2024-03-14,PRESENT,2.6,2.6,Class 7
8196,UJ2024146,MAT2681,2024-03-21,PRESENT,2.3,2.3,Class 8
8197,UJ2024146,MAT2681,2024-03-28,PRESENT,2.2,2.2,Class 9
8198,UJ2024146,MAT2681,2024-04-04,PRESENT,2.8,2.8,Class 10
8199,UJ2024146,MAT2681,2024-04-11,PRESENT,2.2,2.2,Class 11
8200,UJ2024146,PHY2611,2024-02-01,PRESENT,2.9,2.9,Class 1
8201,UJ2024146,PHY2611,2024-02-08,ABSENT,0,2.6,Class 2
8202,UJ2024146,PHY2611,2024-02-15,PRESENT,2.2,2.2,Class 3
8203,UJ2024146,PHY2611,2024-02-22,PRESENT,2.9,2.9,Class 4
8204,UJ2024146,PHY2611,2024-02-29,PRESENT,2.3,2.3,Class 5
8205,UJ2024146,PHY2611,2024-03-07,ABSENT,0,2.8,Class 6
8206,UJ2024146,PHY2611,2024-03-14,PRESENT,2.4,2.4,Class 7
8207,UJ2024146,PHY2611,2024-03-21,ABSENT,0,2.5,Class 8
8208,UJ2024146,PHY2611,2024-03-28,PRESENT,2.8,2.8,Class 9
8209,UJ2024146,PHY2611,2024-04-04,PRESENT,2.4,2.4,Class 10
8210,UJ2024146,PHY2611,2024-04-11,LATE,1.6,2.8,Class 11
8211,UJ2024146,PHY2611,2024-04-18,PRESENT,3.0,3.0,Class 12
8212,UJ2024146,PHY2611,2024-04-25,PRESENT,2.3,2.3,Class 13
8213,UJ2024146,PHY2611,2024-05-02,ABSENT,0,2.1,Class 14
8214,UJ2024147,SOC1501,2024-02-01,PRESENT,2.1,2.1,Class 1
8215,UJ2024147,SOC1501,2024-02-08,PRESENT,2.7,2.7,Class 2
8216,UJ2024147,SOC1501,2024-02-15,PRESENT,3.0,3.0,Class 3
8217,UJ2024147,SOC1501,2024-02-22,PRESENT,2.5,2.5,Class 4
8218,UJ2024147,SOC1501,2024-02-29,PRESENT,2.5,2.5,Class 5
8219,UJ2024147,SOC1501,2024-03-07,ABSENT,0,2.8,Class 6
8220,UJ2024147,SOC1501,2024-03-14,PRESENT,2.9,2.9,Class 7
8221,UJ2024147,SOC1501,2024-03-21,PRESENT,2.7,2.7,Class 8
8222,UJ2024147,SOC1501,2024-03-28,PRESENT,2.5,2.5,Class 9
8223,UJ2024147,SOC1501,2024-04-04,ABSENT,0,2.6,Class 10
8224,UJ2024147,SOC1501,2024-04-11,PRESENT,2.0,2.0,Class 11
8225,UJ2024147,PHY2611,2024-02-01,PRESENT,2.2,2.2,Class 1
8226,UJ2024147,PHY2611,2024-02-08,PRESENT,2.8,2.8,Class 2
8227,UJ2024147,PHY2611,2024-02-15,PRESENT,2.6,2.6,Class 3
8228,UJ2024147,PHY2611,2024-02-22,PRESENT,2.6,2.6,Class 4
8229,UJ2024147,PHY2611,2024-02-29,PRESENT,2.4,2.4,Class 5
8230,UJ2024147,PHY2611,2024-03-07,PRESENT,2.3,2.3,Class 6
8231,UJ2024147,PHY2611,2024-03-14,ABSENT,0,2.2,Class 7
8232,UJ2024147,PHY2611,2024-03-21,PRESENT,2.2,2.2,Class 8
8233,UJ2024147,PHY2611,2024-03-28,PRESENT,2.1,2.1,Class 9
8234,UJ2024147,PHY2611,2024-04-04,PRESENT,2.5,2.5,Class 10
8235,UJ2024147,PHY2611,2024-04-11,PRESENT,2.3,2.3,Class 11
8236,UJ2024148,SOC1501,2024-02-01,PRESENT,2.2,2.2,Class 1
8237,UJ2024148,SOC1501,2024-02-08,PRESENT,2.7,2.7,Class 2
8238,UJ2024148,SOC1501,2024-02-15,PRESENT,2.9,2.9,Class 3
8239,UJ2024148,SOC1501,2024-02-22,ABSENT,0,2.5,Class 4
8240,UJ2024148,SOC1501,2024-02-29,PRESENT,2.2,2.2,Class 5
8241,UJ2024148,SOC1501,2024-03-07,PRESENT,2.4,2.4,Class 6
8242,UJ2024148,SOC1501,2024-03-14,PRESENT,2.7,2.7,Class 7
8243,UJ2024148,SOC1501,2024-03-21,ABSENT,0,2.2,Class 8
8244,UJ2024148,SOC1501,2024-03-28,PRESENT,2.2,2.2,Class 9
8245,UJ2024148,SOC1501,2024-04-04,ABSENT,0,3.0,Class 10
8246,UJ2024148,SOC1501,2024-04-11,PRESENT,2.5,2.5,Class 11
8247,UJ2024148,PLS1501,2024-02-01,PRESENT,2.3,2.3,Class 1
8248,UJ2024148,PLS1501,2024-02-08,PRESENT,2.3,2.3,Class 2
8249,UJ2024148,PLS1501,2024-02-15,PRESENT,2.2,2.2,Class 3
8250,UJ2024148,PLS1501,2024-02-22,PRESENT,2.4,2.4,Class 4
8251,UJ2024148,PLS1501,2024-02-29,PRESENT,2.7,2.7,Class 5
8252,UJ2024148,PLS1501,2024-03-07,PRESENT,2.7,2.7,Class 6
8253,UJ2024148,PLS1501,2024-03-14,PRESENT,2.6,2.6,Class 7
8254,UJ2024148,PLS1501,2024-03-21,PRESENT,2.0,2.0,Class 8
8255,UJ2024148,PLS1501,2024-03-28,PRESENT,3.0,3.0,Class 9
8256,UJ2024148,PLS1501,2024-04-04,PRESENT,3.0,3.0,Class 10
8257,UJ2024149,COS1511,2024-02-01,ABSENT,0,2.0,Class 1
8258,UJ2024149,COS1511,2024-02-08,PRESENT,3.0,3.0,Class 2
8259,UJ2024149,COS1511,2024-02-15,ABSENT,0,2.5,Class 3
8260,UJ2024149,COS1511,2024-02-22,PRESENT,2.9,2.9,Class 4
8261,UJ2024149,COS1511,2024-02-29,PRESENT,2.6,2.6,Class 5
8262,UJ2024149,COS1511,2024-03-07,PRESENT,2.0,2.0,Class 6
8263,UJ2024149,COS1511,2024-03-14,PRESENT,2.3,2.3,Class 7
8264,UJ2024149,COS1511,2024-03-21,ABSENT,0,2.8,Class 8
8265,UJ2024149,COS1511,2024-03-28,ABSENT,0,2.1,Class 9
8266,UJ2024149,COS1511,2024-04-04,PRESENT,2.8,2.8,Class 10
8267,UJ2024149,COS1511,2024-04-11,PRESENT,2.7,2.7,Class 11
8268,UJ2024149,SOC2601,2024-02-01,PRESENT,2.8,2.8,Class 1
8269,UJ2024149,SOC2601,2024-02-08,PRESENT,2.9,2.9,Class 2
8270,UJ2024149,SOC2601,2024-02-15,PRESENT,2.1,2.1,Class 3
8271,UJ2024149,SOC2601,2024-02-22,PRESENT,3.0,3.0,Class 4
8272,UJ2024149,SOC2601,2024-02-29,PRESENT,2.2,2.2,Class 5
8273,UJ2024149,SOC2601,2024-03-07,PRESENT,2.5,2.5,Class 6
8274,UJ2024149,SOC2601,2024-03-14,PRESENT,2.2,2.2,Class 7
8275,UJ2024149,SOC2601,2024-03-21,PRESENT,2.8,2.8,Class 8
8276,UJ2024149,SOC2601,2024-03-28,ABSENT,0,2.8,Class 9
8277,UJ2024149,SOC2601,2024-04-04,PRESENT,2.4,2.4,Class 10
8278,UJ2024149,SOC2601,2024-04-11,PRESENT,2.1,2.1,Class 11
8279,UJ2024149,SOC2601,2024-04-18,PRESENT,2.5,2.5,Class 12
8280,UJ2024149,SOC2601,2024-04-25,PRESENT,2.8,2.8,Class 13
8281,UJ2024149,SOC2601,2024-05-02,PRESENT,2.3,2.3,Class 14
8282,UJ2024149,SOC2601,2024-05-09,PRESENT,2.6,2.6,Class 15
8283,UJ2024149,ENG1511,2024-02-01,PRESENT,2.5,2.5,Class 1
8284,UJ2024149,ENG1511,2024-02-08,PRESENT,2.4,2.4,Class 2
8285,UJ2024149,ENG1511,2024-02-15,PRESENT,2.6,2.6,Class 3
8286,UJ2024149,ENG1511,2024-02-22,ABSENT,0,2.7,Class 4
8287,UJ2024149,ENG1511,2024-02-29,PRESENT,2.4,2.4,Class 5
8288,UJ2024149,ENG1511,2024-03-07,PRESENT,2.3,2.3,Class 6
8289,UJ2024149,ENG1511,2024-03-14,LATE,1.9,2.2,Class 7
8290,UJ2024149,ENG1511,2024-03-21,PRESENT,2.8,2.8,Class 8
8291,UJ2024149,ENG1511,2024-03-28,PRESENT,2.6,2.6,Class 9
8292,UJ2024149,ENG1511,2024-04-04,PRESENT,2.2,2.2,Class 10
8293,UJ2024149,ENG1511,2024-04-11,PRESENT,2.9,2.9,Class 11
8294,UJ2024149,ENG1511,2024-04-18,PRESENT,2.6,2.6,Class 12
8295,UJ2024149,ENG1511,2024-04-25,PRESENT,2.4,2.4,Class 13
8296,UJ2024149,ENG1511,2024-05-02,ABSENT,0,3.0,Class 14
8297,UJ2024149,ENG1511,2024-05-09,PRESENT,2.0,2.0,Class 15
8298,UJ2024149,FAC1502,2024-02-01,PRESENT,2.2,2.2,Class 1
8299,UJ2024149,FAC1502,2024-02-08,PRESENT,2.8,2.8,Class 2
8300,UJ2024149,FAC1502,2024-02-15,PRESENT,2.0,2.0,Class 3
8301,UJ2024149,FAC1502,2024-02-22,PRESENT,2.2,2.2,Class 4
8302,UJ2024149,FAC1502,2024-02-29,PRESENT,2.5,2.5,Class 5
8303,UJ2024149,FAC1502,2024-03-07,PRESENT,2.4,2.4,Class 6
8304,UJ2024149,FAC1502,2024-03-14,PRESENT,2.3,2.3,Class 7
8305,UJ2024149,FAC1502,2024-03-21,PRESENT,3.0,3.0,Class 8
8306,UJ2024149,FAC1502,2024-03-28,PRESENT,2.6,2.6,Class 9
8307,UJ2024149,FAC1502,2024-04-04,ABSENT,0,2.2,Class 10
8308,UJ2024149,FAC1502,2024-04-11,PRESENT,2.2,2.2,Class 11
8309,UJ2024149,NUR2611,2024-02-01,PRESENT,2.9,2.9,Class 1
8310,UJ2024149,NUR2611,2024-02-08,LATE,1.5,2.2,Class 2
8311,UJ2024149,NUR2611,2024-02-15,ABSENT,0,2.3,Class 3
8312,UJ2024149,NUR2611,2024-02-22,PRESENT,2.5,2.5,Class 4
8313,UJ2024149,NUR2611,2024-02-29,LATE,2.5,3.0,Class 5
8314,UJ2024149,NUR2611,2024-03-07,PRESENT,2.6,2.6,Class 6
8315,UJ2024149,NUR2611,2024-03-14,PRESENT,2.4,2.4,Class 7
8316,UJ2024149,NUR2611,2024-03-21,PRESENT,2.2,2.2,Class 8
8317,UJ2024149,NUR2611,2024-03-28,PRESENT,2.3,2.3,Class 9
8318,UJ2024149,NUR2611,2024-04-04,PRESENT,3.0,3.0,Class 10
8319,UJ2024149,NUR2611,2024-04-11,PRESENT,3.0,3.0,Class 11
8320,UJ2024149,NUR2611,2024-04-18,PRESENT,2.0,2.0,Class 12
8321,UJ2024149,NUR2611,2024-04-25,PRESENT,2.9,2.9,Class 13
8322,UJ2024149,NUR2611,2024-05-02,PRESENT,2.4,2.4,Class 14
8323,UJ2024149,ARC1511,2024-02-01,LATE,1.3,2.3,Class 1
8324,UJ2024149,ARC1511,2024-02-08,PRESENT,2.1,2.1,Class 2
8325,UJ2024149,ARC1511,2024-02-15,LATE,1.7,3.0,Class 3
8326,UJ2024149,ARC1511,2024-02-22,PRESENT,2.7,2.7,Class 4
8327,UJ2024149,ARC1511,2024-02-29,PRESENT,2.6,2.6,Class 5
8328,UJ2024149,ARC1511,2024-03-07,PRESENT,2.7,2.7,Class 6
8329,UJ2024149,ARC1511,2024-03-14,PRESENT,3.0,3.0,Class 7
8330,UJ2024149,ARC1511,2024-03-21,PRESENT,2.6,2.6,Class 8
8331,UJ2024149,ARC1511,2024-03-28,PRESENT,2.3,2.3,Class 9
8332,UJ2024149,ARC1511,2024-04-04,PRESENT,2.5,2.5,Class 10
8333,UJ2024149,ARC1511,2024-04-11,PRESENT,2.7,2.7,Class 11
8334,UJ2024149,ARC1511,2024-04-18,ABSENT,0,2.8,Class 12
8335,UJ2024150,PHY2611,2024-02-01,PRESENT,2.6,2.6,Class 1
8336,UJ2024150,PHY2611,2024-02-08,ABSENT,0,2.9,Class 2
8337,UJ2024150,PHY2611,2024-02-15,PRESENT,2.9,2.9,Class 3
8338,UJ2024150,PHY2611,2024-02-22,PRESENT,2.7,2.7,Class 4
8339,UJ2024150,PHY2611,2024-02-29,PRESENT,2.9,2.9,Class 5
8340,UJ2024150,PHY2611,2024-03-07,PRESENT,2.0,2.0,Class 6
8341,UJ2024150,PHY2611,2024-03-14,PRESENT,2.1,2.1,Class 7
8342,UJ2024150,PHY2611,2024-03-21,PRESENT,2.1,2.1,Class 8
8343,UJ2024150,PHY2611,2024-03-28,ABSENT,0,2.4,Class 9
8344,UJ2024150,PHY2611,2024-04-04,PRESENT,2.3,2.3,Class 10
8345,UJ2024150,PHY2611,2024-04-11,PRESENT,3.0,3.0,Class 11
8346,UJ2024150,PHY2611,2024-04-18,PRESENT,2.3,2.3,Class 12
8347,UJ2024150,CHE1511,2024-02-01,PRESENT,2.4,2.4,Class 1
8348,UJ2024150,CHE1511,2024-02-08,PRESENT,2.1,2.1,Class 2
8349,UJ2024150,CHE1511,2024-02-15,PRESENT,2.9,2.9,Class 3
8350,UJ2024150,CHE1511,2024-02-22,PRESENT,2.6,2.6,Class 4
8351,UJ2024150,CHE1511,2024-02-29,ABSENT,0,2.7,Class 5
8352,UJ2024150,CHE1511,2024-03-07,LATE,1.4,2.3,Class 6
8353,UJ2024150,CHE1511,2024-03-14,PRESENT,2.8,2.8,Class 7
8354,UJ2024150,CHE1511,2024-03-21,PRESENT,2.9,2.9,Class 8
8355,UJ2024150,CHE1511,2024-03-28,PRESENT,2.6,2.6,Class 9
8356,UJ2024150,CHE1511,2024-04-04,PRESENT,2.1,2.1,Class 10
8357,UJ2024150,ARC1511,2024-02-01,PRESENT,3.0,3.0,Class 1
8358,UJ2024150,ARC1511,2024-02-08,PRESENT,2.8,2.8,Class 2
8359,UJ2024150,ARC1511,2024-02-15,PRESENT,2.6,2.6,Class 3
8360,UJ2024150,ARC1511,2024-02-22,PRESENT,2.3,2.3,Class 4
8361,UJ2024150,ARC1511,2024-02-29,PRESENT,2.3,2.3,Class 5
8362,UJ2024150,ARC1511,2024-03-07,PRESENT,2.1,2.1,Class 6
8363,UJ2024150,ARC1511,2024-03-14,PRESENT,2.5,2.5,Class 7
8364,UJ2024150,ARC1511,2024-03-21,ABSENT,0,2.9,Class 8
8365,UJ2024150,ARC1511,2024-03-28,PRESENT,2.5,2.5,Class 9
8366,UJ2024150,ARC1511,2024-04-04,PRESENT,2.1,2.1,Class 10
8367,UJ2024150,ARC1511,2024-04-11,PRESENT,2.8,2.8,Class 11
8368,UJ2024150,ARC1511,2024-04-18,PRESENT,2.2,2.2,Class 12
8369,UJ2024150,ENG2611,2024-02-01,PRESENT,2.1,2.1,Class 1
8370,UJ2024150,ENG2611,2024-02-08,PRESENT,2.8,2.8,Class 2
8371,UJ2024150,ENG2611,2024-02-15,PRESENT,2.9,2.9,Class 3
8372,UJ2024150,ENG2611,2024-02-22,PRESENT,2.2,2.2,Class 4
8373,UJ2024150,ENG2611,2024-02-29,PRESENT,2.5,2.5,Class 5
8374,UJ2024150,ENG2611,2024-03-07,ABSENT,0,2.4,Class 6
8375,UJ2024150,ENG2611,2024-03-14,PRESENT,2.6,2.6,Class 7
8376,UJ2024150,ENG2611,2024-03-21,PRESENT,2.8,2.8,Class 8
8377,UJ2024150,ENG2611,2024-03-28,PRESENT,2.0,2.0,Class 9
