enrollment_id,student_id,course_code,enrollment_date,status,attendance_percentage
1649,UJ2024266,COS1511,2024-06-26,ENROLLED,95.22
1650,UJ2024266,PLS2601,2024-04-28,ENROLLED,82.87
1651,UJ2024266,EKN224,2024-03-02,COMPLETED,99.49
1652,UJ2024266,CHE1511,2024-06-13,ENROLLED,97.8
1653,UJ2024266,INF2611,2024-08-26,ENROLLED,82.73
1654,UJ2024266,COS2611,2024-02-10,ENROLLED,56.78
1655,UJ2024266,PLS1501,2024-08-06,ENROLLED,88.46
1656,UJ2024267,FAC1502,2024-10-24,ENROLLED,94.2
1657,UJ2024267,ARC2611,2024-11-08,COMPLETED,82.92
1658,UJ2024267,PLS1501,2024-08-19,COMPLETED,88.05
1659,UJ2024267,FAC2601,2024-11-26,COMPLETED,75.8
1660,UJ2024267,COS2611,2024-01-10,ENROLLED,81.05
1661,UJ2024267,MAT2681,2024-03-17,ENROLLED,89.08
1662,UJ2024268,ENG2611,2024-02-01,COMPLETED,82.14
1663,UJ2024268,ENG1511,2024-02-10,COMPLETED,98.0
1664,UJ2024268,INF1511,2024-05-25,ENROLLED,60.45
1665,UJ2024268,SOC2601,2024-02-04,ENROLLED,83.87
1666,UJ2024268,LAW1511,2024-11-11,COMPLETED,93.3
1667,UJ2024268,APM1513,2024-06-06,ENROLLED,81.77
1668,UJ2024268,PHY1513,2024-07-01,ENROLLED,91.52
1669,UJ2024268,CHE2611,2024-08-20,COMPLETED,87.59
1670,UJ2024269,MAT2681,2024-11-23,COMPLETED,83.67
1671,UJ2024269,COS1511,2024-09-14,COMPLETED,94.03
1672,UJ2024269,NUR2611,2024-07-05,ENROLLED,86.89
1673,UJ2024269,SOC2601,2024-03-22,ENROLLED,83.05
1674,UJ2024269,NUR1511,2024-11-03,ENROLLED,80.65
1675,UJ2024269,EKN114,2024-08-11,COMPLETED,92.95
1676,UJ2024270,INF2611,2024-11-09,COMPLETED,89.89
1677,UJ2024270,PLS1501,2024-07-20,ENROLLED,94.03
1678,UJ2024270,EKN114,2024-02-16,ENROLLED,95.61
1679,UJ2024270,NUR2611,2024-04-22,ENROLLED,87.68
1680,UJ2024271,MNB2601,2024-10-05,ENROLLED,94.06
1681,UJ2024271,BIO1511,2024-01-04,ENROLLED,95.92
1682,UJ2024271,INF2611,2024-04-24,COMPLETED,94.39
1683,UJ2024271,PLS2601,2024-12-09,COMPLETED,96.22
1684,UJ2024271,LAW1511,2024-01-02,ENROLLED,95.33
1685,UJ2024271,SOC2601,2024-11-10,ENROLLED,96.51
1686,UJ2024271,PHY2611,2024-08-18,ENROLLED,93.48
1687,UJ2024271,MAT2681,2024-03-15,ENROLLED,96.81
1688,UJ2024272,LAW1511,2024-07-09,ENROLLED,97.38
1689,UJ2024272,EKN224,2024-02-01,ENROLLED,99.94
1690,UJ2024272,ART1511,2024-12-19,ENROLLED,99.26
1691,UJ2024272,NUR1511,2024-04-21,ENROLLED,80.96
1692,UJ2024272,FAC2601,2024-01-05,ENROLLED,82.31
1693,UJ2024273,CHE1511,2024-05-14,ENROLLED,84.87
1694,UJ2024273,PLS2601,2024-03-16,ENROLLED,99.6
1695,UJ2024273,INF2611,2024-07-14,ENROLLED,81.13
1696,UJ2024273,ARC2611,2024-11-28,ENROLLED,88.79
1697,UJ2024274,NUR1511,2024-08-07,ENROLLED,74.81
1698,UJ2024274,MAT2681,2024-09-01,COMPLETED,93.88
1699,UJ2024274,LAW2611,2024-06-01,ENROLLED,88.36
1700,UJ2024274,SOC2601,2024-12-09,COMPLETED,86.35
1701,UJ2024274,MNB2601,2024-08-01,ENROLLED,92.48
1702,UJ2024274,APM2611,2024-10-13,COMPLETED,89.62
1703,UJ2024274,EKN224,2024-09-05,COMPLETED,95.41
1704,UJ2024274,EKN114,2024-05-26,ENROLLED,81.52
1705,UJ2024275,ENG1511,2024-05-10,ENROLLED,54.28
1706,UJ2024275,MNB1501,2024-04-15,ENROLLED,97.78
1707,UJ2024275,SOC2601,2024-08-20,ENROLLED,82.41
1708,UJ2024275,APM1513,2024-05-28,ENROLLED,88.32
1709,UJ2024275,LAW2611,2024-09-26,ENROLLED,86.8
1710,UJ2024275,PLS1501,2024-01-22,COMPLETED,86.47
1711,UJ2024276,INF1511,2024-11-11,ENROLLED,89.78
1712,UJ2024276,NUR1511,2024-09-04,ENROLLED,95.67
1713,UJ2024276,PLS2601,2024-07-07,ENROLLED,96.65
1714,UJ2024276,PLS1501,2024-11-07,ENROLLED,82.86
1715,UJ2024277,FAC1502,2024-06-07,ENROLLED,89.82
1716,UJ2024277,SOC2601,2024-07-25,ENROLLED,89.15
1717,UJ2024277,INF2611,2024-12-22,ENROLLED,91.57
1718,UJ2024277,INF1511,2024-12-05,ENROLLED,87.42
1719,UJ2024278,FAC2601,2024-08-19,COMPLETED,99.14
1720,UJ2024278,ARC1511,2024-05-19,COMPLETED,87.3
1721,UJ2024278,ENG2611,2024-09-23,ENROLLED,90.08
1722,UJ2024278,EKN114,2024-04-17,COMPLETED,99.9
1723,UJ2024278,PHY1513,2024-12-04,ENROLLED,82.25
1724,UJ2024278,INF1511,2024-06-13,ENROLLED,94.73
1725,UJ2024279,NUR2611,2024-03-03,COMPLETED,90.31
1726,UJ2024279,NUR1511,2024-04-06,COMPLETED,94.54
1727,UJ2024279,ARC2611,2024-03-17,ENROLLED,85.48
1728,UJ2024279,APM2611,2024-07-11,COMPLETED,81.96
1729,UJ2024279,MNB1501,2024-03-27,ENROLLED,52.8
1730,UJ2024279,APM1513,2024-11-13,ENROLLED,98.29
1731,UJ2024279,LAW2611,2024-03-19,ENROLLED,99.11
1732,UJ2024279,PHY1513,2024-05-25,COMPLETED,91.47
1733,UJ2024280,ENG1511,2024-10-15,ENROLLED,90.33
1734,UJ2024280,APM2611,2024-05-04,ENROLLED,67.41
1735,UJ2024280,ARC2611,2024-03-24,ENROLLED,86.38
1736,UJ2024280,INF1511,2024-02-26,ENROLLED,82.56
1737,UJ2024280,BIO1511,2024-05-07,ENROLLED,91.75
1738,UJ2024280,ART2611,2024-11-16,ENROLLED,86.2
1739,UJ2024280,EKN224,2024-02-06,COMPLETED,81.52
1740,UJ2024281,BIO1511,2024-03-24,ENROLLED,89.78
1741,UJ2024281,PLS1501,2024-08-26,COMPLETED,80.11
1742,UJ2024281,ARC2611,2024-01-14,ENROLLED,92.46
1743,UJ2024281,NUR2611,2024-11-19,COMPLETED,76.5
1744,UJ2024281,APM1513,2024-07-01,ENROLLED,91.04
1745,UJ2024281,INF1511,2024-12-19,ENROLLED,84.58
1746,UJ2024281,MNB2601,2024-11-22,ENROLLED,93.56
1747,UJ2024282,FAC2601,2024-11-02,ENROLLED,85.39
1748,UJ2024282,BIO2611,2024-04-25,ENROLLED,87.25
1749,UJ2024282,ARC2611,2024-05-01,COMPLETED,89.87
1750,UJ2024282,APM1513,2024-03-16,COMPLETED,87.93
1751,UJ2024283,SOC2601,2024-01-26,ENROLLED,83.2
1752,UJ2024283,EKN114,2024-01-07,ENROLLED,97.63
1753,UJ2024283,INF2611,2024-03-01,COMPLETED,91.85
1754,UJ2024283,ART2611,2024-09-27,ENROLLED,92.22
1755,UJ2024283,INF1511,2024-09-13,ENROLLED,81.44
1756,UJ2024284,ARC1511,2024-07-13,ENROLLED,95.23
1757,UJ2024284,BIO2611,2024-10-16,ENROLLED,86.01
1758,UJ2024284,APM1513,2024-07-17,ENROLLED,88.45
1759,UJ2024284,PHY1513,2024-03-19,ENROLLED,91.57
1760,UJ2024285,ENG1511,2024-05-26,ENROLLED,89.23
1761,UJ2024285,BIO1511,2024-06-18,ENROLLED,66.71
1762,UJ2024285,ART2611,2024-08-01,COMPLETED,98.17
1763,UJ2024285,MNB2601,2024-05-14,COMPLETED,80.49
1764,UJ2024285,SOC1501,2024-02-01,COMPLETED,99.89
1765,UJ2024286,BIO2611,2024-07-08,ENROLLED,89.15
1766,UJ2024286,PHY2611,2024-04-12,ENROLLED,83.04
1767,UJ2024286,LAW1511,2024-08-23,COMPLETED,92.84
1768,UJ2024286,CHE1511,2024-12-12,ENROLLED,94.65
1769,UJ2024286,MAT1581,2024-12-19,COMPLETED,99.62
1770,UJ2024286,INF2611,2024-04-11,ENROLLED,78.2
1771,UJ2024286,EKN224,2024-08-09,ENROLLED,98.43
1772,UJ2024287,INF1511,2024-03-20,ENROLLED,88.57
1773,UJ2024287,PLS2601,2024-04-07,ENROLLED,99.7
1774,UJ2024287,MNB1501,2024-04-12,ENROLLED,55.26
1775,UJ2024287,ARC1511,2024-06-10,ENROLLED,92.14
1776,UJ2024287,PHY1513,2024-07-21,ENROLLED,69.93
1777,UJ2024287,CHE2611,2024-12-19,ENROLLED,89.73
1778,UJ2024287,SOC2601,2024-04-15,ENROLLED,90.01
1779,UJ2024288,SOC1501,2024-03-21,ENROLLED,96.51
1780,UJ2024288,BIO1511,2024-09-07,ENROLLED,88.24
1781,UJ2024288,MAT2681,2024-07-28,ENROLLED,87.92
1782,UJ2024288,FAC1502,2024-12-21,ENROLLED,84.12
1783,UJ2024288,INF1511,2024-03-11,ENROLLED,71.64
1784,UJ2024288,LAW1511,2024-12-13,ENROLLED,88.89
1785,UJ2024288,PLS2601,2024-03-24,COMPLETED,87.51
1786,UJ2024288,MNB1501,2024-05-09,ENROLLED,96.32
1787,UJ2024289,PHY1513,2024-10-04,COMPLETED,94.12
1788,UJ2024289,APM2611,2024-07-03,ENROLLED,92.63
1789,UJ2024289,MAT2681,2024-02-14,ENROLLED,89.07
1790,UJ2024289,APM1513,2024-05-02,COMPLETED,96.43
1791,UJ2024289,BIO2611,2024-12-08,COMPLETED,91.24
1792,UJ2024290,COS1511,2024-09-02,ENROLLED,74.75
1793,UJ2024290,PHY2611,2024-12-18,ENROLLED,57.77
1794,UJ2024290,EKN114,2024-08-04,ENROLLED,88.83
1795,UJ2024290,PHY1513,2024-06-25,ENROLLED,88.13
1796,UJ2024290,COS2611,2024-06-07,ENROLLED,97.11
1797,UJ2024291,NUR2611,2024-08-28,ENROLLED,91.44
1798,UJ2024291,COS2611,2024-03-04,COMPLETED,94.87
1799,UJ2024291,EKN224,2024-06-24,ENROLLED,86.56
1800,UJ2024291,MAT1581,2024-12-14,ENROLLED,93.94
1801,UJ2024291,FAC1502,2024-02-01,ENROLLED,80.53
1802,UJ2024291,PHY1513,2024-08-12,ENROLLED,95.22
1803,UJ2024292,MNB2601,2024-04-18,ENROLLED,81.06
1804,UJ2024292,MAT2681,2024-06-28,ENROLLED,65.48
1805,UJ2024292,LAW2611,2024-07-07,ENROLLED,90.46
1806,UJ2024292,MNB1501,2024-07-16,ENROLLED,98.24
1807,UJ2024292,EKN224,2024-02-18,ENROLLED,98.23
1808,UJ2024292,INF1511,2024-05-14,ENROLLED,83.21
1809,UJ2024292,ENG2611,2024-08-24,COMPLETED,57.37
1810,UJ2024292,EKN114,2024-01-21,ENROLLED,92.71
1811,UJ2024293,BIO2611,2024-07-10,ENROLLED,99.44
1812,UJ2024293,CHE2611,2024-12-07,ENROLLED,88.07
1813,UJ2024293,INF2611,2024-11-07,ENROLLED,82.5
1814,UJ2024293,NUR1511,2024-09-01,ENROLLED,81.18
1815,UJ2024294,LAW2611,2024-07-13,COMPLETED,98.94
1816,UJ2024294,BIO1511,2024-02-04,ENROLLED,99.41
1817,UJ2024294,APM2611,2024-06-05,ENROLLED,90.83
1818,UJ2024294,SOC2601,2024-04-17,ENROLLED,97.88
1819,UJ2024294,COS1511,2024-05-01,COMPLETED,86.04
1820,UJ2024294,INF1511,2024-04-09,ENROLLED,82.62
1821,UJ2024294,PLS1501,2024-02-21,ENROLLED,80.41
1822,UJ2024295,SOC1501,2024-09-03,ENROLLED,92.56
1823,UJ2024295,PHY2611,2024-07-04,COMPLETED,94.19
1824,UJ2024295,ARC2611,2024-07-24,ENROLLED,99.63
1825,UJ2024295,INF2611,2024-03-07,COMPLETED,83.12
1826,UJ2024295,PLS1501,2024-02-22,COMPLETED,87.53
1827,UJ2024296,INF1511,2024-05-14,ENROLLED,91.75
1828,UJ2024296,ARC1511,2024-01-19,ENROLLED,82.66
1829,UJ2024296,ENG1511,2024-11-27,ENROLLED,83.56
1830,UJ2024296,MNB2601,2024-06-26,COMPLETED,81.09
1831,UJ2024297,COS2611,2024-12-10,ENROLLED,95.98
1832,UJ2024297,BIO1511,2024-03-18,ENROLLED,95.92
1833,UJ2024297,ARC2611,2024-06-17,ENROLLED,80.36
1834,UJ2024297,CHE2611,2024-03-21,ENROLLED,81.67
1835,UJ2024297,COS1511,2024-11-03,ENROLLED,85.8
1836,UJ2024297,LAW1511,2024-01-18,ENROLLED,97.06
1837,UJ2024297,FAC2601,2024-05-24,ENROLLED,84.18
1838,UJ2024297,APM1513,2024-11-24,ENROLLED,95.32
1839,UJ2024298,INF1511,2024-03-18,ENROLLED,87.95
1840,UJ2024298,PHY2611,2024-10-27,ENROLLED,55.75
1841,UJ2024298,LAW1511,2024-12-09,ENROLLED,82.35
1842,UJ2024298,ARC2611,2024-02-13,COMPLETED,83.92
1843,UJ2024298,BIO1511,2024-11-08,ENROLLED,85.25
1844,UJ2024299,ENG2611,2024-06-20,ENROLLED,90.72
1845,UJ2024299,INF2611,2024-07-22,ENROLLED,95.67
1846,UJ2024299,PHY1513,2024-05-26,ENROLLED,89.23
1847,UJ2024299,NUR1511,2024-07-15,COMPLETED,83.05
1848,UJ2024300,EKN114,2024-04-14,ENROLLED,74.22
1849,UJ2024300,APM1513,2024-04-01,ENROLLED,59.54
1850,UJ2024300,MAT2681,2024-09-19,COMPLETED,96.29
1851,UJ2024300,FAC2601,2024-12-28,COMPLETED,86.7
1852,UJ2024301,NUR2611,2024-01-20,ENROLLED,88.64
1853,UJ2024301,ENG2611,2024-08-12,ENROLLED,90.58
1854,UJ2024301,BIO2611,2024-09-24,ENROLLED,81.43
1855,UJ2024301,INF2611,2024-04-15,COMPLETED,92.18
1856,UJ2024301,EKN114,2024-04-01,ENROLLED,81.14
1857,UJ2024301,APM1513,2024-07-11,ENROLLED,94.39
1858,UJ2024301,PHY2611,2024-10-16,COMPLETED,66.58
1859,UJ2024302,ENG1511,2024-01-17,ENROLLED,94.53
1860,UJ2024302,APM1513,2024-02-10,COMPLETED,81.36
1861,UJ2024302,MAT2681,2024-12-07,ENROLLED,77.06
1862,UJ2024302,FAC2601,2024-11-13,ENROLLED,84.69
1863,UJ2024303,PHY1513,2024-11-24,COMPLETED,55.46
1864,UJ2024303,MAT2681,2024-06-13,ENROLLED,80.14
1865,UJ2024303,MAT1581,2024-11-17,COMPLETED,94.11
1866,UJ2024303,ENG1511,2024-02-04,ENROLLED,83.64
1867,UJ2024303,APM1513,2024-02-13,ENROLLED,81.63
1868,UJ2024303,ARC1511,2024-07-16,ENROLLED,83.23
1869,UJ2024303,FAC1502,2024-08-10,ENROLLED,81.76
1870,UJ2024303,ENG2611,2024-05-10,ENROLLED,82.24
1871,UJ2024304,CHE1511,2024-09-03,ENROLLED,80.17
1872,UJ2024304,ENG1511,2024-04-28,ENROLLED,87.36
1873,UJ2024304,ART1511,2024-08-15,ENROLLED,82.89
1874,UJ2024304,PHY1513,2024-03-08,ENROLLED,90.41
1875,UJ2024304,INF1511,2024-12-03,ENROLLED,93.68
1876,UJ2024304,ARC2611,2024-03-03,ENROLLED,89.86
1877,UJ2024304,APM2611,2024-11-13,ENROLLED,82.61
1878,UJ2024305,FAC1502,2024-08-17,ENROLLED,56.07
1879,UJ2024305,EKN114,2024-07-26,COMPLETED,97.52
1880,UJ2024305,BIO2611,2024-11-20,COMPLETED,85.34
1881,UJ2024305,ART2611,2024-04-27,ENROLLED,80.87
1882,UJ2024305,ARC2611,2024-07-27,COMPLETED,91.25
1883,UJ2024305,MNB2601,2024-02-28,COMPLETED,85.57
1884,UJ2024305,SOC2601,2024-06-26,ENROLLED,98.69
1885,UJ2024305,COS1511,2024-11-25,ENROLLED,80.15
1886,UJ2024306,NUR1511,2024-01-23,COMPLETED,85.42
1887,UJ2024306,PLS2601,2024-10-14,ENROLLED,81.01
1888,UJ2024306,PLS1501,2024-02-14,ENROLLED,61.53
1889,UJ2024306,COS2611,2024-01-17,COMPLETED,90.32
1890,UJ2024307,EKN224,2024-07-12,ENROLLED,85.49
1891,UJ2024307,ART1511,2024-12-06,ENROLLED,80.09
1892,UJ2024307,COS1511,2024-08-09,COMPLETED,86.1
1893,UJ2024307,APM1513,2024-08-25,ENROLLED,93.36
1894,UJ2024307,BIO1511,2024-02-01,ENROLLED,86.46
1895,UJ2024308,INF2611,2024-05-26,ENROLLED,84.0
1896,UJ2024308,EKN224,2024-03-03,ENROLLED,82.97
1897,UJ2024308,LAW2611,2024-02-03,ENROLLED,80.45
1898,UJ2024308,EKN114,2024-10-21,ENROLLED,76.98
1899,UJ2024308,FAC2601,2024-03-16,ENROLLED,97.34
1900,UJ2024308,BIO1511,2024-10-14,ENROLLED,84.56
1901,UJ2024308,BIO2611,2024-12-24,ENROLLED,88.74
1902,UJ2024309,PLS2601,2024-03-12,ENROLLED,82.95
1903,UJ2024309,BIO1511,2024-04-25,COMPLETED,85.52
1904,UJ2024309,MAT1581,2024-08-24,ENROLLED,66.31
1905,UJ2024309,NUR1511,2024-09-01,ENROLLED,71.07
1906,UJ2024309,PLS1501,2024-08-03,COMPLETED,94.1
1907,UJ2024310,NUR2611,2024-09-20,ENROLLED,90.8
1908,UJ2024310,PLS1501,2024-02-10,ENROLLED,99.29
1909,UJ2024310,INF2611,2024-10-16,ENROLLED,96.13
1910,UJ2024310,CHE1511,2024-07-17,COMPLETED,84.67
1911,UJ2024310,FAC2601,2024-01-19,ENROLLED,89.68
1912,UJ2024310,LAW2611,2024-02-26,ENROLLED,95.16
1913,UJ2024311,MNB2601,2024-08-18,ENROLLED,94.38
1914,UJ2024311,CHE2611,2024-02-12,COMPLETED,88.34
1915,UJ2024311,SOC1501,2024-01-06,ENROLLED,86.48
1916,UJ2024311,BIO1511,2024-07-27,ENROLLED,85.63
1917,UJ2024311,LAW1511,2024-08-15,ENROLLED,94.42
1918,UJ2024311,ART2611,2024-01-06,ENROLLED,91.69
1919,UJ2024311,NUR1511,2024-04-18,ENROLLED,85.03
1920,UJ2024311,INF1511,2024-04-01,ENROLLED,71.85
1921,UJ2024312,ENG1511,2024-04-12,ENROLLED,97.67
1922,UJ2024312,CHE1511,2024-08-24,ENROLLED,94.55
1923,UJ2024312,CHE2611,2024-04-14,COMPLETED,91.27
1924,UJ2024312,PLS2601,2024-08-12,COMPLETED,85.34
1925,UJ2024313,MAT2681,2024-04-04,ENROLLED,94.92
1926,UJ2024313,APM2611,2024-12-28,ENROLLED,84.77
1927,UJ2024313,EKN224,2024-04-06,ENROLLED,90.46
1928,UJ2024313,FAC2601,2024-01-08,COMPLETED,84.6
1929,UJ2024313,MNB2601,2024-05-22,ENROLLED,99.64
1930,UJ2024313,MNB1501,2024-01-20,ENROLLED,95.45
1931,UJ2024313,ARC1511,2024-05-16,ENROLLED,85.82
1932,UJ2024314,MAT1581,2024-07-21,COMPLETED,97.61
1933,UJ2024314,ARC1511,2024-04-14,ENROLLED,84.35
1934,UJ2024314,FAC2601,2024-04-21,ENROLLED,99.4
1935,UJ2024314,ENG1511,2024-02-17,ENROLLED,82.67
1936,UJ2024314,SOC2601,2024-10-04,ENROLLED,93.34
1937,UJ2024315,BIO1511,2024-11-20,ENROLLED,94.98
1938,UJ2024315,SOC1501,2024-12-11,ENROLLED,71.99
1939,UJ2024315,MAT1581,2024-06-04,ENROLLED,89.45
1940,UJ2024315,SOC2601,2024-12-26,ENROLLED,92.1
1941,UJ2024315,COS2611,2024-08-26,ENROLLED,80.33
1942,UJ2024315,LAW2611,2024-09-28,COMPLETED,85.03
1943,UJ2024315,ENG1511,2024-03-16,ENROLLED,80.62
1944,UJ2024316,ARC1511,2024-12-06,ENROLLED,98.77
1945,UJ2024316,CHE2611,2024-07-15,COMPLETED,88.31
1946,UJ2024316,SOC1501,2024-04-16,COMPLETED,97.3
1947,UJ2024316,FAC2601,2024-05-18,ENROLLED,93.9
1948,UJ2024316,INF2611,2024-08-19,ENROLLED,82.68
1949,UJ2024316,EKN114,2024-08-09,ENROLLED,99.68
1950,UJ2024316,LAW1511,2024-01-21,COMPLETED,91.38
1951,UJ2024316,SOC2601,2024-07-25,COMPLETED,85.98
1952,UJ2024317,ENG1511,2024-08-05,COMPLETED,86.07
1953,UJ2024317,NUR1511,2024-03-09,ENROLLED,88.36
1954,UJ2024317,MNB1501,2024-10-28,ENROLLED,99.34
1955,UJ2024317,COS1511,2024-08-25,ENROLLED,98.72
1956,UJ2024317,ART2611,2024-07-15,ENROLLED,86.9
1957,UJ2024318,NUR1511,2024-11-15,ENROLLED,99.37
1958,UJ2024318,SOC1501,2024-01-28,COMPLETED,98.46
1959,UJ2024318,ART1511,2024-09-11,ENROLLED,99.9
1960,UJ2024318,INF1511,2024-09-18,ENROLLED,91.65
1961,UJ2024318,COS1511,2024-06-01,ENROLLED,94.48
1962,UJ2024318,LAW2611,2024-01-26,ENROLLED,92.5
1963,UJ2024319,ART1511,2024-07-13,ENROLLED,90.46
1964,UJ2024319,BIO1511,2024-11-16,ENROLLED,61.09
1965,UJ2024319,FAC2601,2024-09-14,ENROLLED,83.41
1966,UJ2024319,COS2611,2024-01-12,ENROLLED,86.75
1967,UJ2024319,MAT1581,2024-04-10,ENROLLED,86.24
1968,UJ2024320,LAW1511,2024-05-24,ENROLLED,82.9
1969,UJ2024320,MAT2681,2024-07-28,ENROLLED,86.15
1970,UJ2024320,APM2611,2024-02-11,ENROLLED,89.59
1971,UJ2024320,SOC1501,2024-11-10,ENROLLED,75.94
1972,UJ2024320,ARC1511,2024-06-26,COMPLETED,96.5
1973,UJ2024320,CHE1511,2024-03-15,COMPLETED,99.51
1974,UJ2024321,SOC2601,2024-10-16,ENROLLED,80.47
1975,UJ2024321,ENG2611,2024-02-21,ENROLLED,98.23
1976,UJ2024321,ART2611,2024-08-26,ENROLLED,54.46
1977,UJ2024321,PLS2601,2024-04-28,ENROLLED,88.48
1978,UJ2024321,CHE2611,2024-09-19,ENROLLED,97.47
1979,UJ2024322,BIO1511,2024-05-08,ENROLLED,90.78
1980,UJ2024322,LAW1511,2024-10-04,ENROLLED,95.02
1981,UJ2024322,PHY2611,2024-11-23,ENROLLED,86.54
1982,UJ2024322,COS1511,2024-06-23,ENROLLED,90.36
1983,UJ2024322,EKN224,2024-05-06,COMPLETED,92.35
1984,UJ2024323,ART2611,2024-05-18,ENROLLED,92.59
1985,UJ2024323,EKN224,2024-10-16,ENROLLED,89.75
1986,UJ2024323,MNB2601,2024-10-18,ENROLLED,84.84
1987,UJ2024323,ART1511,2024-12-10,ENROLLED,84.07
1988,UJ2024323,NUR2611,2024-09-03,ENROLLED,90.45
1989,UJ2024323,BIO1511,2024-05-11,ENROLLED,93.67
1990,UJ2024324,CHE2611,2024-03-15,COMPLETED,99.49
1991,UJ2024324,PHY1513,2024-06-25,ENROLLED,94.46
1992,UJ2024324,LAW2611,2024-07-27,ENROLLED,80.43
1993,UJ2024324,BIO1511,2024-08-28,ENROLLED,97.52
1994,UJ2024324,FAC2601,2024-10-14,ENROLLED,83.14
1995,UJ2024324,PHY2611,2024-06-16,ENROLLED,54.9
1996,UJ2024325,CHE1511,2024-02-03,ENROLLED,91.11
1997,UJ2024325,BIO1511,2024-03-28,ENROLLED,95.1
1998,UJ2024325,ENG1511,2024-03-17,COMPLETED,87.11
1999,UJ2024325,INF2611,2024-05-05,ENROLLED,91.02
2000,UJ2024325,SOC2601,2024-04-25,ENROLLED,93.52
2001,UJ2024325,CHE2611,2024-08-28,ENROLLED,81.47
2002,UJ2024326,FAC1502,2024-09-05,ENROLLED,90.65
2003,UJ2024326,LAW2611,2024-07-10,COMPLETED,86.59
2004,UJ2024326,CHE2611,2024-03-07,COMPLETED,83.92
2005,UJ2024326,BIO2611,2024-03-04,ENROLLED,97.73
2006,UJ2024326,ART2611,2024-07-07,ENROLLED,84.8
2007,UJ2024326,NUR1511,2024-06-23,ENROLLED,91.72
2008,UJ2024326,ARC1511,2024-04-08,ENROLLED,98.62
2009,UJ2024327,MAT2681,2024-04-25,COMPLETED,98.32
2010,UJ2024327,LAW2611,2024-03-23,COMPLETED,86.83
2011,UJ2024327,NUR2611,2024-01-23,ENROLLED,83.01
2012,UJ2024327,BIO1511,2024-08-18,ENROLLED,80.58
2013,UJ2024327,INF1511,2024-08-25,ENROLLED,95.06
2014,UJ2024327,LAW1511,2024-01-10,ENROLLED,96.01
2015,UJ2024327,PHY2611,2024-10-21,ENROLLED,90.09
2016,UJ2024328,ENG1511,2024-01-03,COMPLETED,97.99
2017,UJ2024328,FAC2601,2024-07-07,ENROLLED,94.96
2018,UJ2024328,ART1511,2024-10-20,COMPLETED,98.43
2019,UJ2024328,BIO1511,2024-12-20,ENROLLED,99.61
2020,UJ2024328,FAC1502,2024-01-16,COMPLETED,85.59
2021,UJ2024328,ENG2611,2024-01-27,COMPLETED,88.78
2022,UJ2024328,MNB2601,2024-04-28,ENROLLED,85.58
2023,UJ2024328,ARC1511,2024-08-02,ENROLLED,91.26
2024,UJ2024329,NUR2611,2024-04-24,ENROLLED,85.85
2025,UJ2024329,ART2611,2024-02-01,ENROLLED,83.21
2026,UJ2024329,FAC1502,2024-07-27,ENROLLED,98.45
2027,UJ2024329,PLS1501,2024-01-05,ENROLLED,81.61
2028,UJ2024330,LAW1511,2024-11-17,ENROLLED,99.14
2029,UJ2024330,APM2611,2024-11-09,ENROLLED,82.05
2030,UJ2024330,CHE1511,2024-07-26,COMPLETED,85.27
2031,UJ2024330,PLS2601,2024-01-11,COMPLETED,83.44
2032,UJ2024330,MNB2601,2024-02-07,ENROLLED,95.6
2033,UJ2024330,PHY2611,2024-05-10,ENROLLED,80.71
2034,UJ2024330,EKN114,2024-12-10,ENROLLED,72.7
2035,UJ2024330,ART2611,2024-06-03,COMPLETED,85.51
2036,UJ2024331,PLS2601,2024-01-25,ENROLLED,98.97
2037,UJ2024331,ENG2611,2024-06-25,ENROLLED,81.6
2038,UJ2024331,SOC1501,2024-03-28,ENROLLED,98.22
2039,UJ2024331,CHE2611,2024-04-13,ENROLLED,64.01
2040,UJ2024331,MNB1501,2024-01-03,ENROLLED,99.6
2041,UJ2024332,PLS2601,2024-08-19,COMPLETED,83.24
2042,UJ2024332,COS1511,2024-02-03,COMPLETED,84.97
2043,UJ2024332,MAT2681,2024-06-17,ENROLLED,82.47
2044,UJ2024332,SOC2601,2024-01-27,ENROLLED,91.11
2045,UJ2024333,EKN224,2024-06-14,COMPLETED,81.91
2046,UJ2024333,FAC1502,2024-07-23,ENROLLED,67.6
2047,UJ2024333,COS2611,2024-12-11,COMPLETED,80.26
2048,UJ2024333,COS1511,2024-12-21,COMPLETED,83.31
2049,UJ2024333,PHY2611,2024-12-06,ENROLLED,83.28
2050,UJ2024333,ARC1511,2024-08-01,ENROLLED,80.17
2051,UJ2024333,ENG1511,2024-01-24,ENROLLED,94.28
2052,UJ2024334,COS2611,2024-04-03,COMPLETED,94.53
2053,UJ2024334,CHE1511,2024-09-22,ENROLLED,95.02
2054,UJ2024334,PHY2611,2024-08-14,ENROLLED,97.36
2055,UJ2024334,ART2611,2024-06-07,ENROLLED,99.66
2056,UJ2024334,FAC1502,2024-11-24,COMPLETED,98.78
2057,UJ2024335,INF1511,2024-06-07,ENROLLED,98.81
2058,UJ2024335,MAT1581,2024-06-05,COMPLETED,90.65
2059,UJ2024335,ARC2611,2024-01-08,ENROLLED,90.31
2060,UJ2024335,NUR2611,2024-05-02,ENROLLED,99.8
2061,UJ2024335,BIO2611,2024-03-04,ENROLLED,68.71
2062,UJ2024335,MAT2681,2024-06-13,ENROLLED,82.2
